city,area,danChiName,nearestStationByWalk,bestCaseByWalk,worstCaseByWalk,nearestStationByBus,bestCaseByBus,worstCaseByBus,traffic,address,buildingName,room,roomType,floorSpace,floor,maxFloor,rent,commonFee,total,shikikin,systems,link,availableDate
tokyo,nagayama,多摩ニュータウン 豊ヶ丘（グリーンメゾン豊ヶ丘－６）,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,32,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～32分 またはバス12分 徒歩2～14分<br>多摩都市モノレール「多摩センター」駅 徒歩17～33分 またはバス12分 徒歩2～14分,多摩市豊ヶ丘2ほか,6-3-2号棟,507号室,3DK,67,5,8,75900,4100,80000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2710_room.html?JKSS=603020507,随時
tokyo,nagayama,多摩ニュータウン 豊ヶ丘（グリーンメゾン豊ヶ丘－６）,多摩都市モノレール「多摩センター」駅,17,33,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～32分 またはバス12分 徒歩2～14分<br>多摩都市モノレール「多摩センター」駅 徒歩17～33分 またはバス12分 徒歩2～14分,多摩市豊ヶ丘2ほか,6-3-2号棟,507号室,3DK,67,5,8,75900,4100,80000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2710_room.html?JKSS=603020507,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,18,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-2号棟,303号室,2DK,48,3,6,74900,3900,78800,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140020303,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,多摩都市モノレール「多摩センター」駅,18,20,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-2号棟,303号室,2DK,48,3,6,74900,3900,78800,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140020303,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,18,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,407号室,3DK,70,4,5,79000,3900,82900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010407,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,多摩都市モノレール「多摩センター」駅,18,20,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,407号室,3DK,70,4,5,79000,3900,82900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010407,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,18,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,501号室,3DK,70,5,5,85100,3900,89000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010501,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,多摩都市モノレール「多摩センター」駅,18,20,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,501号室,3DK,70,5,5,85100,3900,89000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010501,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,18,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,307号室,3DK,70,3,5,86100,3900,90000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010307,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,多摩都市モノレール「多摩センター」駅,18,20,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,1-40-1号棟,307号室,3DK,70,3,5,86100,3900,90000,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=140010307,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,16,18,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,2-9-1号棟,301号室,4LDK,91,3,4,132000,3900,135900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=209010301,随時
tokyo,nagayama,多摩ニュータウン グリーンヒル豊ヶ丘－１・２,多摩都市モノレール「多摩センター」駅,18,20,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩16～18分 またはバス3分 徒歩8～11分<br>多摩都市モノレール「多摩センター」駅 徒歩18～20分 またはバス3分 徒歩8～11分,多摩市豊ケ丘1-40ほか,2-9-1号棟,301号室,4LDK,91,3,4,132000,3900,135900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4090_room.html?JKSS=209010301,随時
tokyo,nagayama,多摩ニュータウン 諏訪一丁目ハイツ,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅,4,,,,,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅 徒歩4分<br>小田急多摩線「はるひ野」駅 徒歩36分,多摩市諏訪1-66,1号棟,1105号室,1LK,39,11,14,82200,3500,85700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3830_room.html?JKSS=000011105,随時
tokyo,nagayama,多摩ニュータウン 諏訪一丁目ハイツ,小田急多摩線「はるひ野」駅,36,,,,,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅 徒歩4分<br>小田急多摩線「はるひ野」駅 徒歩36分,多摩市諏訪1-66,1号棟,1105号室,1LK,39,11,14,82200,3500,85700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3830_room.html?JKSS=000011105,随時
tokyo,nagayama,多摩ニュータウン 諏訪（グリーンメゾン諏訪－２）,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅,8,18,,,,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅 徒歩8～18分 またはバス3分 徒歩6～12分 <br>小田急多摩線「はるひ野」駅 徒歩32～40分,多摩市諏訪2ほか,3-5-1号棟,606号室,2LDK,68,6,11,96500,5800,102300,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2060_room.html?JKSS=305010606,随時
tokyo,nagayama,多摩ニュータウン 諏訪（グリーンメゾン諏訪－２）,小田急多摩線「はるひ野」駅,32,40,,,,京王相模原線「京王永山」駅・小田急多摩線「小田急永山」駅 徒歩8～18分 またはバス3分 徒歩6～12分 <br>小田急多摩線「はるひ野」駅 徒歩32～40分,多摩市諏訪2ほか,3-5-1号棟,606号室,2LDK,68,6,11,96500,5800,102300,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_2060_room.html?JKSS=305010606,随時
tokyo,nagayama,多摩ニュータウン ライフステージ豊ヶ丘－１,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅,12,13,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩12～13分<br>多摩都市モノレール「多摩センター」駅 徒歩14分,多摩市豊ケ丘1-58,1号棟,303号室,3DK,78,4,6,127300,2100,129400,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4330_room.html?JKSS=000010303,随時
tokyo,nagayama,多摩ニュータウン ライフステージ豊ヶ丘－１,多摩都市モノレール「多摩センター」駅,14,,,,,京王相模原線「京王多摩センター」駅・小田急多摩線「小田急多摩センター」駅 徒歩12～13分<br>多摩都市モノレール「多摩センター」駅 徒歩14分,多摩市豊ケ丘1-58,1号棟,303号室,3DK,78,4,6,127300,2100,129400,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4330_room.html?JKSS=000010303,随時
tokyo,higashifushimi,パークサイド田無向台,西武新宿線｢田無｣駅,12,,,,,西武新宿線｢田無｣駅 徒歩12分,西東京市向台町5-4-1,,208号室,2DK,58,2,5,104000,2900,106900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3880_room.html?JKSS=000000208,随時
tokyo,higashifushimi,パークサイド田無向台,西武新宿線｢田無｣駅,12,,,,,西武新宿線｢田無｣駅 徒歩12分,西東京市向台町5-4-1,,302号室,3DK,70,3,5,115800,2900,118700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3880_room.html?JKSS=000000302,随時
tokyo,higashifushimi,パークサイド田無向台,西武新宿線｢田無｣駅,12,,,,,西武新宿線｢田無｣駅 徒歩12分,西東京市向台町5-4-1,,325号室,3DK,69,3,5,116300,2900,119200,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_3880_room.html?JKSS=000000325,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武池袋線「ひばりヶ丘」駅,15,22,,,,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,8-1号棟,304号室,2DK,50,3,7,108300,5800,114100,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=008010304,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武新宿線「田無」駅,1,4,西武新宿線「田無」駅,11,15,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,8-1号棟,304号室,2DK,50,3,7,108300,5800,114100,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=008010304,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,JR中央線「武蔵境」駅,1,4,JR中央線「武蔵境」駅,27,33,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,8-1号棟,304号室,2DK,50,3,7,108300,5800,114100,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=008010304,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武池袋線「ひばりヶ丘」駅,15,22,,,,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,7-1号棟,403号室,1K,49,4,7,110900,5800,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=007010403,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武新宿線「田無」駅,1,4,西武新宿線「田無」駅,11,15,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,7-1号棟,403号室,1K,49,4,7,110900,5800,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=007010403,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,JR中央線「武蔵境」駅,1,4,JR中央線「武蔵境」駅,27,33,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,7-1号棟,403号室,1K,49,4,7,110900,5800,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=007010403,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武池袋線「ひばりヶ丘」駅,15,22,,,,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,6-1号棟,509号室,2DK,50,5,6,111800,5800,117600,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=006010509,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武新宿線「田無」駅,1,4,西武新宿線「田無」駅,11,15,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,6-1号棟,509号室,2DK,50,5,6,111800,5800,117600,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=006010509,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,JR中央線「武蔵境」駅,1,4,JR中央線「武蔵境」駅,27,33,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,6-1号棟,509号室,2DK,50,5,6,111800,5800,117600,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=006010509,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武池袋線「ひばりヶ丘」駅,15,22,,,,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,404号室,2DK,50,4,12,112000,5800,117800,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010404,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武新宿線「田無」駅,1,4,西武新宿線「田無」駅,11,15,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,404号室,2DK,50,4,12,112000,5800,117800,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010404,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,JR中央線「武蔵境」駅,1,4,JR中央線「武蔵境」駅,27,33,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,404号室,2DK,50,4,12,112000,5800,117800,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010404,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武池袋線「ひばりヶ丘」駅,15,22,,,,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,704号室,2DK,50,7,12,113100,5800,118900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010704,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,西武新宿線「田無」駅,1,4,西武新宿線「田無」駅,11,15,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,704号室,2DK,50,7,12,113100,5800,118900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010704,随時
tokyo,hibarigaoka,ひばりが丘パークヒルズ,JR中央線「武蔵境」駅,1,4,JR中央線「武蔵境」駅,27,33,西武池袋線「ひばりヶ丘」駅 徒歩15～22分 またはバス3～4分 徒歩1～4分<br>西武新宿線「田無」駅バス11～15分 徒歩1～4分<br>JR中央線「武蔵境」駅バス27～33分 徒歩1～4分,西東京市ひばりが丘3-5、東久留米市ひばりが丘団地6ほか,5-1号棟,704号室,2DK,50,7,12,113100,5800,118900,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_6771_room.html?JKSS=005010704,随時
tokyo,higashifushimi,プロムナード東伏見,西武新宿線「東伏見」駅,9,13,,,,西武新宿線「東伏見」駅 徒歩9～13分<br>JR中央線「三鷹」駅バス13分 徒歩4～7分<br>西武池袋線「保谷」駅バス6分 徒歩4～7分,西東京市富士町1-7,69号棟,401号室,2DK,57,4,4,111200,6200,117400,2か月,"['近居割', '近居割WIDE', 'シルバーピア']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5490_room.html?JKSS=000690401,随時
tokyo,higashifushimi,プロムナード東伏見,JR中央線「三鷹」駅,4,7,JR中央線「三鷹」駅,13,,西武新宿線「東伏見」駅 徒歩9～13分<br>JR中央線「三鷹」駅バス13分 徒歩4～7分<br>西武池袋線「保谷」駅バス6分 徒歩4～7分,西東京市富士町1-7,69号棟,401号室,2DK,57,4,4,111200,6200,117400,2か月,"['近居割', '近居割WIDE', 'シルバーピア']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5490_room.html?JKSS=000690401,随時
tokyo,higashifushimi,プロムナード東伏見,西武池袋線「保谷」駅,4,7,西武池袋線「保谷」駅,6,,西武新宿線「東伏見」駅 徒歩9～13分<br>JR中央線「三鷹」駅バス13分 徒歩4～7分<br>西武池袋線「保谷」駅バス6分 徒歩4～7分,西東京市富士町1-7,69号棟,401号室,2DK,57,4,4,111200,6200,117400,2か月,"['近居割', '近居割WIDE', 'シルバーピア']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5490_room.html?JKSS=000690401,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「武蔵境」駅,20,22,,,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1012号室,1LDK,50,10,12,114000,2700,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011012,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「三鷹」駅,1,4,JR中央線「三鷹」駅,10,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1012号室,1LDK,50,10,12,114000,2700,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011012,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,西武新宿線「田無」駅,2,5,西武新宿線「田無」駅,4,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1012号室,1LDK,50,10,12,114000,2700,116700,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011012,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「武蔵境」駅,20,22,,,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,207号室,1LDK,56,2,0,120100,2700,122800,,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000010207,
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「三鷹」駅,1,4,JR中央線「三鷹」駅,10,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,207号室,1LDK,56,2,0,120100,2700,122800,,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000010207,
tokyo,mitaka,グリーンハイツ武蔵境通り,西武新宿線「田無」駅,2,5,西武新宿線「田無」駅,4,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,207号室,1LDK,56,2,0,120100,2700,122800,,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000010207,
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「武蔵境」駅,20,22,,,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1005号室,1LDK,67,10,12,128600,2700,131300,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011005,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,JR中央線「三鷹」駅,1,4,JR中央線「三鷹」駅,10,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1005号室,1LDK,67,10,12,128600,2700,131300,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011005,随時
tokyo,mitaka,グリーンハイツ武蔵境通り,西武新宿線「田無」駅,2,5,西武新宿線「田無」駅,4,,JR中央線「武蔵境」駅 徒歩20～22分 またはバス5分 徒歩1～4分<br>JR中央線「三鷹」駅バス10分 徒歩1～4分<br>西武新宿線「田無」駅バス4分 徒歩2～5分,西東京市新町1-4,1号棟,1005号室,1LDK,67,10,12,128600,2700,131300,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5210_room.html?JKSS=000011005,随時
tokyo,higashifushimi,新柳沢,西武新宿線「西武柳沢」駅,11,14,,,,西武新宿線「西武柳沢」駅 徒歩11～14分<br>JR中央線「三鷹」駅バス9分 徒歩6～8分<br>JR中央線「吉祥寺」駅バス11分 徒歩6～8分,西東京市柳沢3-4,12号棟,402号室,3LDK,73,4,4,120400,2620,123020,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4900_room.html?JKSS=000120402,随時
tokyo,higashifushimi,新柳沢,JR中央線「三鷹」駅,6,8,JR中央線「三鷹」駅,9,,西武新宿線「西武柳沢」駅 徒歩11～14分<br>JR中央線「三鷹」駅バス9分 徒歩6～8分<br>JR中央線「吉祥寺」駅バス11分 徒歩6～8分,西東京市柳沢3-4,12号棟,402号室,3LDK,73,4,4,120400,2620,123020,2か月,"['近居割', '近居割WIDE']",https://www.ur-net.go.jp/chintai/kanto/tokyo/20_4900_room.html?JKSS=000120402,随時
