Todofuken,Area,Dan Chi Name,Total Fee,Nearest station by Walk,Best case by Walk (minute),Worst case by Walk (minute),Nearest station by Bus,Best case by Bus (minute),Worst case by Bus (minute),Address,Building Name,Building Structure,Floor,Elevator,Room Num,Room Type,Floor Space,Max Floor,Rent,Common Fee,Shikikin,Systems,availableDate,Room Link,Traffic
tokyo,harumi,ベイシティ晴海スカイリンクタワー,284600,都営大江戸線｢勝どき｣駅,8.0,8.0,,,,中央区晴海3-6-8,,鉄筋コンクリート造,39,N,3908号室,2LDK,63,49,279600,5000,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_7100_room.html?JKSS=000003908,<li>都営大江戸線｢勝どき｣駅 徒歩8分</li>
tokyo,harumi,ベイシティ晴海スカイリンクタワー,284600,,,,,,,中央区晴海3-6-8,,鉄筋コンクリート造,39,N,3908号室,2LDK,63,49,279600,5000,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_7100_room.html?JKSS=000003908,<li>都営大江戸線｢勝どき｣駅 徒歩8分</li>
tokyo,kinshicho,イーストコア曳舟二番館,177800,東武伊勢崎線・東武亀戸線「曳舟」駅,3.0,3.0,,,,墨田区京島1-1-2,,鉄筋コンクリート造一部鉄骨造,31,N,3111号室,1K,51,41,171900,5900,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_7080_room.html?JKSS=000003111,<li>東武伊勢崎線・東武亀戸線「曳舟」駅 徒歩3分</li><li>京成押上線「京成曳舟」駅 徒歩3分</li>
tokyo,kinshicho,イーストコア曳舟二番館,177800,京成押上線「京成曳舟」駅,3.0,3.0,,,,墨田区京島1-1-2,,鉄筋コンクリート造一部鉄骨造,31,N,3111号室,1K,51,41,171900,5900,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_7080_room.html?JKSS=000003111,<li>東武伊勢崎線・東武亀戸線「曳舟」駅 徒歩3分</li><li>京成押上線「京成曳舟」駅 徒歩3分</li>
tokyo,kinshicho,イーストコア曳舟二番館,177800,,,,,,,墨田区京島1-1-2,,鉄筋コンクリート造一部鉄骨造,31,N,3111号室,1K,51,41,171900,5900,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_7080_room.html?JKSS=000003111,<li>東武伊勢崎線・東武亀戸線「曳舟」駅 徒歩3分</li><li>京成押上線「京成曳舟」駅 徒歩3分</li>
tokyo,aoto,アーバンライフ東新小岩,141000,JR総武線快速「新小岩」駅,9.0,11.0,,,,葛飾区東新小岩3-8,1号棟,鉄筋コンクリート造,1,N,107号室,2DK,50,9,136700,4300,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5020_room.html?JKSS=000010107,<li>JR総武線快速「新小岩」駅 徒歩9～11分</li><li>JR総武線「新小岩」駅 徒歩9～11分</li>
tokyo,aoto,アーバンライフ東新小岩,141000,JR総武線「新小岩」駅,9.0,11.0,,,,葛飾区東新小岩3-8,1号棟,鉄筋コンクリート造,1,N,107号室,2DK,50,9,136700,4300,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5020_room.html?JKSS=000010107,<li>JR総武線快速「新小岩」駅 徒歩9～11分</li><li>JR総武線「新小岩」駅 徒歩9～11分</li>
tokyo,aoto,アーバンライフ東新小岩,141000,,,,,,,葛飾区東新小岩3-8,1号棟,鉄筋コンクリート造,1,N,107号室,2DK,50,9,136700,4300,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5020_room.html?JKSS=000010107,<li>JR総武線快速「新小岩」駅 徒歩9～11分</li><li>JR総武線「新小岩」駅 徒歩9～11分</li>
tokyo,kamata,アミティ大森東,181400,京急本線「平和島」駅,7.0,8.0,,,,大田区大森東1-24ほか,1号棟,鉄筋コンクリート造・補強組積造,4,N,404号室,2LDK,67,4,170000,11400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5540_room.html?JKSS=000010404,<li>京急本線「平和島」駅 徒歩7～8分</li><li>東京モノレ－ル「流通センター」駅 徒歩19～20分</li>
tokyo,kamata,アミティ大森東,181400,東京モノレ－ル「流通センター」駅,19.0,20.0,,,,大田区大森東1-24ほか,1号棟,鉄筋コンクリート造・補強組積造,4,N,404号室,2LDK,67,4,170000,11400,2か月,['近居割'],随時,https://www.ur-net.go.jp/chintai/kanto/tokyo/20_5540_room.html?JKSS=000010404,<li>京急本線「平和島」駅 徒歩7～8分</li><li>東京モノレ－ル「流通センター」駅 徒歩19～20分</li>
